ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Avg_rating,Num_rating,Genres
042517736X,Abduction,Robin Cook,2000,Berkley Publishing Group,6.428571428571429,14,['Thriller']
0671868713,And Never Let Her Go : Thomas Capano: The Deadly Seducer,Ann Rule,2000,Pocket,7.857142857142857,14,"['Non-Fiction', 'Biography']"
0345313860,"The Vampire Lestat (Vampire Chronicles, Book II)",ANNE RICE,1986,Ballantine Books,8.11504424778761,113,"['Fantasy', 'Horror']"
0345369947,The Mummy or Ramses the Damned,Anne Rice,1991,Ballantine Books,8.18421052631579,38,"['Fantasy', 'Horror']"
006017143X,The Night Listener,Armistead Maupin,2000,HarperCollins Publishers,8.142857142857142,7,"['Mystery', 'Thriller']"
0805056491,Organizing from the Inside Out,Julie Morgenstern,1998,Henry Holt &amp; Company,7.666666666666667,12,['Non-Fiction']
0385306032,Vanished,Danielle Steel,1993,Delacorte Press,6.666666666666667,9,['Romance']
0821772953,The Morning After,Lisa Jackson,2004,Zebra Books,7.333333333333333,9,['Thriller']
0553576925,Hiding in the Shadows (Shadows Trilogy (Paperback)),Kay Hooper,2000,Bantam Books,7.266666666666667,15,"['Thriller', 'Mystery']"
0743206053,Kitchen Privileges : A Memoir,Mary Higgins Clark,2002,Simon &amp; Schuster,7.5,12,"['Biography', 'Non-Fiction']"
1400077826,Cold Mountain (MTI) (Vintage Contemporaries),CHARLES FRAZIER,2003,Vintage,8.818181818181818,11,['Historical']
0446394521,Daisy Fay and the Miracle Man,Fannie Flagg,1992,Warner Books,7.555555555555555,45,['Romance']
068484267X,Angela's Ashes: A Memoir,Frank McCourt,1999,Scribner,8.261538461538462,65,"['Biography', 'Non-Fiction']"
0553578693,The Next Accident,LISA GARDNER,2002,Bantam,7.964285714285714,28,"['Thriller', 'Mystery']"
0345413377,"The Amber Spyglass (His Dark Materials, Book 3)",PHILIP PULLMAN,2001,Del Rey,8.75,24,"['Fantasy', 'Young Adult']"
0345413369,"The Subtle Knife (His Dark Materials, Book 2)",PHILIP PULLMAN,1998,Del Rey,8.689655172413794,29,"['Fantasy', 'Young Adult']"
0679893105,"The Golden Compass (His Dark Materials, Book 1)",PHILIP PULLMAN,1998,Knopf Books for Young Readers,8.666666666666666,12,"['Fantasy', 'Young Adult']"
0451184718,The Rosewood Casket,Sharyn McCrumb,1997,Signet Book,7.5,12,['Mystery']
0060938455,Fast Food Nation: The Dark Side of the All-American Meal,Eric Schlosser,2002,Perennial,8.404040404040405,99,['Non-Fiction']
0060558865,Ella Enchanted (rack),Gail Carson Levine,2004,Avon,8.166666666666666,6,"['Fantasy', 'Young Adult']"
0385335679,Kissing in Manhattan,DAVID SCHICKLER,2002,Delta,8.666666666666666,6,['Romance']
0440122090,Echoes,Maeve Binchy,1989,Dell,8.0,27,['Romance']
0671525832,Someone to Watch Over Me : A Novel,Judith McNaught,2003,Pocket,7.5,6,['Romance']
0061009059,One for the Money (Stephanie Plum Novels (Paperback)),Janet Evanovich,1995,HarperTorch,7.954022988505747,87,"['Mystery', 'Thriller']"
0060930187,The Bell Jar : A Novel (Perennial Classics),Sylvia Plath,2000,Perennial,7.958333333333333,24,"['Mystery', 'Adventure']"
0679450432,Dark Lady,Richard North Patterson,1999,Alfred A. Knopf,8.428571428571429,7,"['Biography', 'Non-Fiction']"
0821775863,The Future Scrolls,Fern Michaels,2003,Zebra Books,6.142857142857143,7,['Sci-Fi']
0821770209,About Face,Fern Michaels,2003,Zebra Books,6.285714285714286,7,['Romance']
0446364193,Along Came a Spider (Alex Cross Novels),James Patterson,1993,Warner Books,8.298507462686567,67,"['Thriller', 'Mystery']"
0446519138,Simple Abundance:  A Daybook of Comfort and Joy,Sarah Ban Breathnach,1995,Warner Books,7.9655172413793105,29,"['Non-Fiction', 'Self-Help']"
0425179672,The River King,Alice Hoffman,2001,Berkley Publishing Group,7.5,20,"['Fantasy', 'Mystery']"
0061042943,Final Appeal,Lisa Scottoline,1994,HarperTorch,7.444444444444445,9,"['Thriller', 'Mystery']"
0399144463,Who Moved My Cheese? An Amazing Way to Deal with Change in Your Work and in Your Life,Spencer Johnson,1998,Putnam Pub Group (Paper),7.127659574468085,47,"['Non-Fiction', 'Self-Help']"
0618231617,Almost: A Novel,Elizabeth Benedict,2002,Mariner Books,7.75,4,['Romance']
0425174484,"Expecting Adam: A True Story of Birth, Rebirth, and Everyday Magic",Martha Beck,2000,Berkley Publishing Group,7.333333333333333,6,"['Biography', 'Non-Fiction']"
0140185216,On the Road (Penguin 20th Century Classics),Jack Kerouac,1998,Penguin USA (Paper),7.75,24,"['Historical', 'Adventure']"
0684801221,OLD MAN AND THE SEA,Ernest Hemingway,1995,Scribner,8.521739130434783,23,['Adventure']
0060083298,The Dominant Blonde,Alisa Kwitney,2002,Avon Trade,7.666666666666667,9,['Romance']
0446672211,Where the Heart Is (Oprah's Book Club (Paperback)),Billie Letts,1998,Warner Books,8.296296296296296,162,"['Romance', 'Young Adult']"
0140293248,The Girls' Guide to Hunting and Fishing,Melissa Bank,2000,Penguin Books,6.688888888888889,90,"['Romance', 'Young Adult']"
0743213831,America the Beautiful: A Novel,Moon Unit Zappa,2001,Touchstone,8.571428571428571,7,"['Fantasy', 'Romance']"
0142000205,Icy Sparks,Gwyn Hyman Rubio,2001,Penguin Books,7.590909090909091,66,"['Young Adult', 'Mystery']"
0316735027,The True and Outstanding Adventures of the Hunt Sisters: A Novel,Elisabeth Robinson,2004,"Little, Brown",8.6,15,"['Romance', 'Young Adult']"
193156146X,The Time Traveler's Wife,Audrey Niffenegger,2003,MacAdam/Cage Publishing,9.5625,16,"['Romance', 'Sci-Fi', 'Fantasy']"
015600710X,Strange Fits of Passion: A Novel,Anita Shreve,1999,Harvest Books,8.470588235294118,17,['Romance']
0449207757,Davita's Harp,Chaim Potok,1990,Fawcett Books,7.5,8,"['Historical', 'Biography']"
2266084372,Pourquoi j'ai mangÃ?Â© mon pÃ?Â¨re,Lewis,2000,Pocket,8.2,5,"['Horror', 'Fantasy']"
2070362388,Ravage,Rene Barjavel,0,Gallimard French,7.0,4,"['Sci-Fi', 'Fantasy']"
0140620427,Sense and Sensibility (Penguin Popular Classics),Jane Austen,1994,Penguin Books Ltd,8.25,16,"['Romance', 'Historical']"
3442724686,Der Gott der kleinen Dinge.,Arundhati Roy,1999,btb,7.333333333333333,3,"['Historical', 'Non-Fiction']"
0385504209,The Da Vinci Code,Dan Brown,2003,Doubleday,8.565217391304348,276,"['Mystery', 'Thriller']"
0446525502,The Rescue,Nicholas Sparks,2000,Warner Books,8.576923076923077,26,['Romance']
0670892963,Bridget Jones : The Edge of Reason,Helen Fielding,2000,Viking Books,7.163265306122449,49,"['Romance', 'Young Adult']"
0688180639,Vinegar Hill (Oprah's Book Club (Hardcover)),A. Manette Ansay,1999,HarperCollins,7.0,7,"['Historical', 'Mystery']"
0316789089,The Pilot's Wife : A Novel Tag: Author of the Weight of Water (Oprah's Book Club (Hardcover)),Anita Shreve,1999,"Little, Brown",7.655172413793103,29,"['Romance', 'Mystery']"
0425184129,Big Trouble,Dave Barry,2002,Berkley Publishing Group,7.166666666666667,18,"['Adventure', 'Comedy']"
0151001006,Snow Falling on Cedars,David Guterson,1994,Harcourt,8.555555555555555,9,"['Historical', 'Mystery']"
0385505833,Skipping Christmas,JOHN GRISHAM,2001,Doubleday,7.493150684931507,73,['Comedy']
0679442790,The Reader,Bernhard Schlink,1997,Random House,7.409090909090909,22,"['Historical', 'Mystery']"
0609605925,Angel Falls,KRISTIN HANNAH,2000,Crown,8.0,8,"['Romance', 'Historical']"
0743206045,Daddy's Little Girl,Mary Higgins Clark,2002,Simon &amp; Schuster,8.0,20,"['Thriller', 'Mystery']"
0684864843,The Vineyard : A Novel,Barbara Delinsky,2000,Simon &amp; Schuster,7.25,8,"['Romance', 'Historical']"
0684867818,The Looking Glass : A Novel (The Locket Series),Richard Paul Evans,1999,Simon &amp; Schuster,7.4,5,"['Romance', 'Fantasy']"
0743406176,If Only It Were True,Marc Levy,2000,Atria,7.866666666666666,15,"['Romance', 'Sci-Fi']"
0446523569,Message in a Bottle,Nicholas Sparks,1998,Warner Books,8.26086956521739,23,['Romance']
0671042556,Blackbird: A Childhood Lost and Found,Jennifer Lauck,2000,Atria,8.6,10,"['Biography', 'Non-Fiction']"
0609606727,Julie and Romeo,Jeanne Ray,2000,Harmony,8.0,5,"['Romance', 'Comedy']"
0446527793,The Guardian,Nicholas Sparks,2003,Warner Books,8.55,20,['Romance']
0446531332,Nights in Rodanthe,Nicholas Sparks,2002,Warner Books,7.953488372093023,43,['Romance']
0385420161,"Like Water for Chocolate: A Novel in Monthly Installments, With Recipes, Romances, and Home Remedies",Laura Esquivel,1992,Doubleday Books,8.228571428571428,35,"['Romance', 'Fantasy', 'Historical']"
0345339711,"The Two Towers (The Lord of the Rings, Part 2)",J.R.R. TOLKIEN,1986,Del Rey,9.310344827586206,58,"['Fantasy', 'Adventure']"
039304016X,The Perfect Storm: A True Story of Men Against the Sea,Sebastian Junger,1997,Little Brown and Company,8.6,10,"['Non-Fiction', 'Adventure']"
0399147128,The Villa,Nora Roberts,2001,Putnam Publishing Group,7.615384615384615,13,['Romance']
0670031046,In This Mountain,Jan Karon,2002,Viking Books,8.9,10,['Romance']
0394574745,"All the Pretty Horses (Border Trilogy, Vol 1)",Cormac McCarthy,1992,Alfred A. Knopf,9.0,4,"['Historical', 'Adventure']"
0316969443,Suzanne's Diary for Nicholas,James Patterson,2001,"Little, Brown",7.717948717948718,39,['Romance']
0743230051,He Sees You When You're Sleeping : A Novel,Mary Higgins Clark,2001,Scribner,9.0,7,"['Thriller', 'Mystery']"
0316693200,2nd Chance,James Patterson,2002,"Little, Brown",7.775,40,"['Thriller', 'Mystery']"
0451176812,Voice of the Eagle,Linda Lay Shuler,1993,Signet Book,7.714285714285714,7,"['Fantasy', 'Historical']"
0064407667,"The Bad Beginning (A Series of Unfortunate Events, Book 1)",Lemony Snicket,1999,HarperCollins,7.586666666666667,75,"['Young Adult', 'Mystery', 'Adventure']"
0349101779,The Wasp Factory,Iain Banks,0,Abacus,7.782608695652174,23,['Horror']
0743222229,George W. Bushisms : The Slate Book of The Accidental Wit and Wisdom of our 43rd President,Jacob Weisberg,2001,Fireside,8.571428571428571,14,['Non-Fiction']
2253063339,Les Fourmis,Bernard Werber,2002,LGF,8.25,12,['Sci-Fi']
0767908473,The Sorcerer's Companion: A Guide to the Magical World of Harry Potter,ALLAN ZOLA KRONZEK,2001,Broadway,8.125,8,"['Non-Fiction', 'Fantasy']"
0375501347,Amy and Isabelle,Elizabeth Strout,1999,Random House Inc,7.5,10,"['Biography', 'Historical']"
0060927240,"Rule of the Bone : Novel, A",Russell Banks,1996,Perennial,7.625,8,"['Young Adult', 'Adventure', 'Historical']"
0316776963,Me Talk Pretty One Day,David Sedaris,2001,Back Bay Books,8.212765957446809,94,"['Non-Fiction', 'Biography']"
0060934719,stardust,Neil Gaiman,2001,Perennial,8.157894736842104,19,['Fantasy']
0451181379,The Door to December,Dean R. Koontz,1994,Signet Book,7.785714285714286,28,"['Horror', 'Thriller']"
0345370740,The Scions of Shannara (Heritage of Shannara (Paperback)),Terry Brooks,1993,Del Rey Books,7.25,8,"['Fantasy', 'Adventure']"
0679801146,Alanna: The First Adventure (Song of the Lioness (Paperback)),Tamora Pierce,1989,Random House Children's Books,7.5,8,"['Fantasy', 'Young Adult']"
0425142485,The Funhouse,Dean R. Koontz,1994,Berkley Publishing Group,6.857142857142857,21,['Horror']
0786886463,A Density of Souls,Christopher Rice,2001,Miramax,7.266666666666667,15,"['Horror', 'Thriller']"
038529929X,Hannibal,Thomas Harris,1999,Del Sol Press,7.333333333333333,33,"['Thriller', 'Horror']"
1573229571,About a Boy (Movie Tie-In),Nick Hornby,2002,Riverhead Books,7.647058823529412,34,['Romance']
0345418778,Mostly Harmless,Douglas Adams,2000,Ballantine Books,8.0,7,"['Sci-Fi', 'Comedy']"
0743211383,Dreamcatcher,Stephen King,2001,Scribner,7.03030303030303,33,"['Horror', 'Thriller', 'Fantasy']"
0812521331,"People of the Wolf (The First North Americans series, Book 1)",W. Michael Gear,1992,Tor Books,6.571428571428571,7,"['Historical', 'Adventure']"
0451205421,The Door to December,Dean R. Koontz,2002,Signet Book,7.380952380952381,21,"['Horror', 'Thriller']"
0440218535,Smilla's Sense of Snow,Peter Hoeg,1997,Island,7.842105263157895,19,"['Mystery', 'Thriller']"
0590897985,The Music of Dolphins (Apple Signature Edition),Karen Hesse,1998,Hyperion Books for Children,8.2,5,['Young Adult']
0064405052,The Magician's Nephew (Narnia),C. S. Lewis,1994,HarperTrophy,9.0,13,"['Fantasy', 'Young Adult']"
015216250X,So You Want to Be a Wizard: The First Book in the Young Wizards Series,Diane Duane,2001,Magic Carpet Books,8.285714285714286,14,"['Fantasy', 'Young Adult']"
0345391802,The Hitchhiker's Guide to the Galaxy,Douglas Adams,1995,Ballantine Books,8.355555555555556,45,"['Sci-Fi', 'Comedy']"
0440219078,The Giver (21st Century Reference),LOIS LOWRY,1994,Laure Leaf,8.631578947368421,38,"['Sci-Fi', 'Young Adult']"
3404118960,Die SÃ?Â¤ulen der Erde. Roman.,Ken Follett,1992,LÃ?Â¼bbe,9.0,11,['Historical']
0345356578,A Man Rides Through (Man Rides Through),Stephen Donaldson,1990,Del Rey Books,8.142857142857142,7,['Fantasy']
0345346971,Mirror of Her Dreams (Mordant's Need),STEPHEN R. DONALDSON,1987,Del Rey,8.714285714285714,7,['Fantasy']
0753804700,Reader,Bernhard Schlink,0,Phoenix Books,7.285714285714286,7,['Mystery']
0451155750,The Dead Zone,Stephen King,2004,Signet Book,7.913043478260869,23,"['Horror', 'Sci-Fi']"
0786890436,The Diary of Ellen Rimbauer: My Life at Rose Red,Ellen Rimbauer,2002,Hyperion Press,7.565217391304348,23,['Horror']
0671694049,LONG DARK TEA TIME OF THE SOUL,Douglas Adams,1990,Pocket,7.285714285714286,7,"['Sci-Fi', 'Fantasy']"
0380820447,"For Better, for Worse: A Novel",Carole Matthews,2002,Avon Trade,7.666666666666667,15,['Romance']
0451454243,The Forest House,Marion Zimmer Bradley,1995,Roc,7.8,15,"['Fantasy', 'Historical']"
039914563X,The Bear and the Dragon,Tom Clancy,2000,G. P. Putnam's Sons,7.923076923076923,13,"['Thriller', 'Adventure']"
0425161722,Net Force,Tom Clancy,1999,Berkley Publishing Group,6.470588235294118,17,"['Thriller', 'Sci-Fi']"
0385493800,The Testament,John Grisham,1999,Doubleday Books,7.428571428571429,35,['Thriller']
0440211727,A Time to Kill,JOHN GRISHAM,1992,Dell,7.967213114754099,122,['Thriller']
0380002450,Awakening,Kate Chopin,1982,Avon,7.0,15,"['Historical', 'Romance']"
0425134350,Patriot Games,Tom Clancy,1992,Berkley Publishing Group,8.625,8,"['Thriller', 'Adventure']"
044661162X,Chasing the Dime,Michael Connelly,2003,Warner Books,7.260869565217392,23,"['Thriller', 'Mystery']"
0515122408,The Cat Who Tailed a Thief,Lilian Jackson Braun,1998,Jove Books,7.083333333333333,12,['Mystery']
0440222818,Guilt,John T. Lescroart,1998,Island,7.714285714285714,14,['Thriller']
038533334X,Charming Billy,Alice McDermott,1999,Delta,6.852941176470588,34,['Romance']
0345404777,No Safe Place,RICHARD NORTH PATTERSON,1999,Ballantine Books,7.125,8,['Thriller']
0440224829,Granny Dan,DANIELLE STEEL,2000,"Random House, Inc.",6.5,8,['Romance']
0515134368,The Penwyth Curse,Catherine Coulter,2004,Jove Books,6.0,16,"['Romance', 'Historical']"
0380759497,Xanth 15: The Color of Her Panties,Piers Anthony,1992,Eos,8.214285714285714,14,['Fantasy']
0380817144,Lord of the Silent: A Novel of Suspense,Elizabeth Peters,2002,Avon,8.1,10,"['Mystery', 'Thriller']"
0553212583,Wuthering Heights,EMILY BRONTE,1983,Bantam,7.842105263157895,19,"['Romance', 'Historical']"
0446364762,The Stars Shine Down,Sidney Sheldon,1993,Warner Books,6.785714285714286,14,"['Romance', 'Thriller']"
0425166619,Toxin,Robin Cook,1999,Berkley Publishing Group,7.454545454545454,22,"['Thriller', 'Sci-Fi']"
0765341972,The Mothman Prophecies,John A. Keel,2002,Tor Books,6.0,19,"['Horror', 'Mystery']"
0553561618,Dark Paradise,TAMI HOAG,1994,Bantam,7.166666666666667,30,"['Thriller', 'Romance']"
0312422156,Middlesex: A Novel,Jeffrey Eugenides,2003,Picador,8.333333333333334,42,"['Historical', 'Biography']"
044022165X,The Rainmaker,JOHN GRISHAM,1996,Dell,7.419753086419753,81,['Thriller']
0399143165,Toxin,Robin Cook,1998,Putnam Pub Group,6.333333333333333,6,"['Thriller', 'Sci-Fi']"
0425124347,The Bad Place,Dean R. Koontz,1994,Berkley Publishing Group,7.823529411764706,34,"['Horror', 'Thriller']"
0312282990,The Amazing Adventures of Kavalier &amp; Clay,Michael Chabon,2001,Picador,8.3,40,"['Historical', 'Adventure']"
0394820371,The Phantom Tollbooth,Norton Juster,1993,Yearling Books,8.416666666666666,36,"['Fantasy', 'Adventure']"
0449134482,Dances With Wolves,Michael Blake,1990,Fawcett Books,7.0,17,"['Historical', 'Adventure']"
0375821813,Hoot (Newbery Honor Book),CARL HIAASEN,2002,Knopf Books for Young Readers,8.333333333333334,6,"['Young Adult', 'Adventure']"
0345348036,The Princess Bride: S Morgenstern's Classic Tale of True Love and High Adventure,WILLIAM GOLDMAN,1987,Del Rey,8.840909090909092,44,"['Fantasy', 'Romance', 'Adventure']"
0553568760,Natural Causes,Michael Palmer,1995,Bantam Books,7.714285714285714,14,['Thriller']
034538184X,Degree of Guilt,Richard North Patterson,1995,Ballantine Books,7.4375,16,"['Thriller', 'Mystery']"
0140620125,Wuthering Heights (Penguin Popular Classics),Emily Bronte,1994,Penguin Books Ltd,7.857142857142857,7,"['Romance', 'Historical']"
0140620109,Emma (Penguin Popular Classics),Jane Austen,1994,Penguin Books Ltd,9.071428571428571,14,"['Romance', 'Historical']"
0805062971,Fight Club,Chuck Palahniuk,1999,Owl Books,8.518518518518519,27,['Thriller']
0671510053,SHIPPING NEWS,Annie Proulx,1994,Scribner,7.772151898734177,79,['Historical']
1573229385,The Frog King: A Love Story,Adam Davies,2002,Riverhead Books,6.5,10,"['Fantasy', 'Romance']"
0385334036,The Smoke Jumper,Nicholas Evans,2001,Delacorte Press,6.461538461538462,13,['Adventure']
0060914653,The Unbearable Lightness of Being,Milan Kundera,1988,Harpercollins,7.666666666666667,18,"['Romance', 'Historical']"
0345347536,A Spell for Chameleon (Xanth Novels (Paperback)),Piers Anthony,1987,Del Rey Books,7.944444444444445,18,"['Fantasy', 'Young Adult']"
055321313X,Anne of Green Gables (Anne of Green Gables Novels (Paperback)),L.M. MONTGOMERY,1982,Bantam Classics,8.930232558139535,43,"['Young Adult', 'Historical']"
0060529709,Everything Is Illuminated : A Novel,Jonathan Safran Foer,2003,Perennial,6.625,8,"['Historical', 'Mystery']"
0876850867,Post Office,Charles Bukowski,1980,Black Sparrow Books,7.833333333333333,6,['Biography']
0140274154,On the Road (Essential.penguin S.),Jack Kerouac,1998,Penguin Books Ltd,7.0,6,['Adventure']
0679743464,Hard-Boiled Wonderland and the End of the World: A Novel (Vintage International),Haruki Murakami,1993,Vintage Books USA,9.5,4,"['Sci-Fi', 'Fantasy']"
0375704027,Norwegian Wood (Vintage International Original),Haruki Murakami,2000,Vintage Books USA,7.5,10,"['Romance', 'Historical']"
0590484753,Talking to Dragons (Enchanted Forest Chronicles (Paperback)),Patricia C. Wrede,1995,Point Fantasy,8.0,7,"['Fantasy', 'Young Adult']"
0743237188,Fall On Your Knees (Oprah #45),Ann-Marie MacDonald,2002,Touchstone,7.770491803278689,61,"['Historical', 'Romance']"
0553586122,Reap the Wind,Iris Johansen,2002,Bantam Books,7.923076923076923,26,['Thriller']
0553584510,The Survivors Club,LISA GARDNER,2003,Bantam,8.125,24,"['Thriller', 'Mystery']"
0440216842,The Carousel,Belva Plain,1998,Dell,5.666666666666667,6,"['Historical', 'Romance']"
0345443284,While I Was Gone,Sue Miller,1999,Ballantine Books,7.033333333333333,60,['Mystery']
0394800133,One Fish Two Fish Red Fish Blue Fish (I Can Read It All by Myself Beginner Books),DR SEUSS,1960,Random House Books for Young Readers,9.055555555555555,18,"['Non-Fiction', 'Young Adult']"
